turn_id,program,speaker,is_moderator,timestamp,timestamp_seconds,text,text_clean,word_count
770,MPP2,Moderator,True,30:22:00,109320,"Yeah. Is that, does someone else have an experience that reinforces that idea or you have more experiences that are counter to what that system was, which was a","Yeah. Is that, does someone else have an experience that reinforces that idea or you have more experiences that are counter to what that system was, which was a",29
771,MPP2,Speaker 6,False,30:36:00,110160,"very positive loop? I think I had a similar experience. I was a teaching assistant to a professor who is very, very on the top of making sure that students get the feedback ASAP so yeah I have also I've been on the teaching side of it some of my courses I get feedback fast enough some I don't but I've actually not thought so much about being delayed","very positive loop? I think I had a similar experience. I was a teaching assistant to a professor who is very, very on the top of making sure that students get the feedback ASAP so yeah I have also I've been on the teaching side of it some of my courses I get feedback fast enough some I don't but I've actually not thought so much about being delayed",69
772,MPP2,Speaker 11,False,31:01:00,111660,"I was thinking about like in all the classes that I've taken I think a trend from my classes has been that some of the quantitative courses that I've taken I get like there I feel like there is a systematic like there's a timeline within which I receive a grade but I like I I feel like some of the more, I don't want to say qualitative classes, but like the non-quantitative classes, I feel like it's more, I don't know when I'm going to receive the grade.","I was thinking about like in all the classes that I've taken I think a trend from my classes has been that some of the quantitative courses that I've taken I get like there I feel like there is a systematic like there's a timeline within which I receive a grade but I like I I feel like some of the more, I don't want to say qualitative classes, but like the non-quantitative classes, I feel like it's more, I don't know when I'm going to receive the grade.",89
773,MPP2,Moderator,True,31:25:00,113100,"It's one of those things. Is it a bit mysterious and no one has ever said, like, you can expect to get them? Yeah, no. It's just not open-ended. Yeah, it's open-ended, yeah.","It's one of those things. Is it a bit mysterious and no one has ever said, like, you can expect to get them? Yeah, no. It's just not open-ended. Yeah, it's open-ended, yeah.",33
774,MPP2,Speaker 11,False,31:36:00,113760,"Do you think it should be open-ended or not? I feel like I'd like to know when we're going to receive a grade because for some of these classes, I think we're looking forward. Like, I know I'm looking forward to the grade, not because of anything else, but because I want to do better on the next assignment. Yes. So it would be helpful to receive it well in advance so that I can work accordingly for my next one.","Do you think it should be open-ended or not? I feel like I'd like to know when we're going to receive a grade because for some of these classes, I think we're looking forward. Like, I know I'm looking forward to the grade, not because of anything else, but because I want to do better on the next assignment. Yes. So it would be helpful to receive it well in advance so that I can work accordingly for my next one.",81
775,MPP2,Moderator,True,31:55:00,114900,"Okay. Very good. Thank you. Jake, was the course that you spoke of a quad course? Yes, definitely.","Okay. Very good. Thank you. Jake, was the course that you spoke of a quad course? Yes, definitely.",18
776,MPP2,Speaker 4,False,32:02:00,115320,Okay.,Okay.,1
777,MPP2,Moderator,True,32:02:00,115320,Thanks.,Thanks.,1
778,MPP2,Speaker 4,False,32:03:00,115380,"I just wanted to add, I think that there are professors who have gotten feedback returned quickly, but sometimes it's clear that their CAs or TFs are doing the gradings and not them, and that makes a huge difference in my interpretation of the grade. and my motivation to stay motivated in that class. And I think I have found it to be interesting that not all professors put the same amount of work and time into reviewing what we put into what they want us to do for them. So I've found that to be a point of frustration for me.","I just wanted to add, I think that there are professors who have gotten feedback returned quickly, but sometimes it's clear that their CAs or TFs are doing the gradings and not them, and that makes a huge difference in my interpretation of the grade. and my motivation to stay motivated in that class. And I think I have found it to be interesting that not all professors put the same amount of work and time into reviewing what we put into what they want us to do for them. So I've found that to be a point of frustration for me.",102
779,MPP2,Moderator,True,32:40:00,117600,"Does anyone else want to extend on that idea or counter it or say, you know, the feedback is sort of at the right level or, you know, with the right timing. We're gonna convert, I'm gonna convert to a scenario and the ironic thing is the very first orange sheet that I have is exactly about this. And so we've already, you know, kind of teased out some of the ideas about this. So I am gonna hand out the scenario and then we're gonna talk a few minutes about this with table discussion, but we won't stay on it too much, but I do want to hear from anyone who has something new to add.","Does anyone else want to extend on that idea or counter it or say, you know, the feedback is sort of at the right level or, you know, with the right timing. We're gonna convert, I'm gonna convert to a scenario and the ironic thing is the very first orange sheet that I have is exactly about this. And so we've already, you know, kind of teased out some of the ideas about this. So I am gonna hand out the scenario and then we're gonna talk a few minutes about this with table discussion, but we won't stay on it too much, but I do want to hear from anyone who has something new to add.",117
780,MPP2,Speaker 9,False,33:19:00,119940,"Yeah, in terms of feedback, can I say, like, I took the J term. Yes. Being human this winter, I got the feedback of my final memo, and there were, like, three feedback from professor and TA and, like, the CA, so it was really helpful. And also, I want to mention like [NAME] or [NAME], they would give feedback on the canvas really long, which takes me a long time to even read it. So, I mean, it takes time for [NAME] to give that feedback, but then he explains to the students during the class that, oh, I'm really putting a lot of effort in individual feedback. That's why it's taking long. And I kind of appreciated that.","Yeah, in terms of feedback, can I say, like, I took the J term. Yes. Being human this winter, I got the feedback of my final memo, and there were, like, three feedback from professor and TA and, like, the CA, so it was really helpful. And also, I want to mention like or , they would give feedback on the canvas really long, which takes me a long time to even read it. So, I mean, it takes time for to give that feedback, but then he explains to the students during the class that, oh, I'm really putting a lot of effort in individual feedback. That's why it's taking long. And I kind of appreciated that.",118
781,MPP2,Moderator,True,34:12:00,123120,"Did that make you feel a little bit, give him a little bit more leeway about the time it took as opposed to getting it faster because it was deeper?","Did that make you feel a little bit, give him a little bit more leeway about the time it took as opposed to getting it faster because it was deeper?",30
782,MPP2,Speaker 9,False,34:22:00,123720,Oh yes.,Oh yes.,2
783,MPP2,Moderator,True,34:23:00,123780,Yeah.,Yeah.,1
784,MPP2,Speaker 9,False,34:23:00,123780,For me it was.,For me it was.,4
785,MPP2,Moderator,True,34:26:00,123960,Was the depth of that feedback for J-Term unusual in terms of your experience across the previous,Was the depth of that feedback for J-Term unusual in terms of your experience across the previous,17
786,MPP2,Speaker 9,False,34:35:00,124500,"years? time like getting feedback from three people. So I was like, oh, they're evaluating in various dimensions. That's what I thought. So that my result is more objective.","years? time like getting feedback from three people. So I was like, oh, they're evaluating in various dimensions. That's what I thought. So that my result is more objective.",29
787,MPP2,Moderator,True,34:52:00,125520,"And it was one of the things you were mentioning, it's sort of unidimensional if you think it's coming from a CA.","And it was one of the things you were mentioning, it's sort of unidimensional if you think it's coming from a CA.",22
788,MPP2,Speaker 4,False,35:00:00,126000,"Yeah. Yeah. Well, I think if it's a CA plus the professor, that'd be great. more feedback. Yeah, but just to summarize where I agree, I think that I don't need can like feedback throughout the semester as well if I'm getting deep feedback every like fewer times. Like I'd prefer deeper feedback than","Yeah. Yeah. Well, I think if it's a CA plus the professor, that'd be great. more feedback. Yeah, but just to summarize where I agree, I think that I don't need can like feedback throughout the semester as well if I'm getting deep feedback every like fewer times. Like I'd prefer deeper feedback than",54
789,MPP2,Moderator,True,35:21:00,127260,"consistent feedback. That's good. We're gonna convert to doing this scenario. We're gonna be brief on it because we've actually teased out many other things but I want to make sure that people have a chance to read it and think about it. So take one and pass that down, please. There you go. Thank you. So take a quick moment to read it. Thank you. So let me ask, if you were the student, what would you do next that you found might have been a successful strategy from your experience?","consistent feedback. That's good. We're gonna convert to doing this scenario. We're gonna be brief on it because we've actually teased out many other things but I want to make sure that people have a chance to read it and think about it. So take one and pass that down, please. There you go. Thank you. So take a quick moment to read it. Thank you. So let me ask, if you were the student, what would you do next that you found might have been a successful strategy from your experience?",92
790,MPP2,Speaker 10,False,36:48:00,132480,I think I may just like escape from like escape from the job for one day and just attend the office hour. I think that would be helpful.,I think I may just like escape from like escape from the job for one day and just attend the office hour. I think that would be helpful.,28
791,MPP2,Speaker 6,False,37:02:00,133320,What do you mean what would you do? This is an end right? Like the final memo assignment is the same grade. So like what would I do after receiving the final grade?,What do you mean what would you do? This is an end right? Like the final memo assignment is the same grade. So like what would I do after receiving the final grade?,33
792,MPP2,Moderator,True,37:11:00,133860,"Yes, that's a good clarification. What would you do in response to sort of the, before the last sentence, before the last sentence, if you could take action before that? What would you do?","Yes, that's a good clarification. What would you do in response to sort of the, before the last sentence, before the last sentence, if you could take action before that? What would you do?",34
793,MPP2,Speaker 4,False,37:29:00,134940,Email the professor directly and ask if they have any other time available.,Email the professor directly and ask if they have any other time available.,13
794,MPP2,Speaker 5,False,37:33:00,135180,"That's always worked. Like, I've never had a professor who's like, yeah, we can't make it work.","That's always worked. Like, I've never had a professor who's like, yeah, we can't make it work.",17
795,MPP2,Moderator,True,37:37:00,135420,"Okay. Have most of the, if you've experienced anything that felt like this, have you also been able to find a way that makes it work?","Okay. Have most of the, if you've experienced anything that felt like this, have you also been able to find a way that makes it work?",26
796,MPP2,Speaker 3,False,37:48:00,136080,"I think so, but I feel like if people are, like, if there are students that are working, like, the expectation should be that the feedback comes without additional, like, going to office hours. Like, if they're constrained, then they shouldn't be penalized for that, no? So maybe the feedback should have been like a little bit more, I don't know. Yeah, it's two sentences. Yeah, in the first place, like that's not a good expectation to have one of the professor level feedback.","I think so, but I feel like if people are, like, if there are students that are working, like, the expectation should be that the feedback comes without additional, like, going to office hours. Like, if they're constrained, then they shouldn't be penalized for that, no? So maybe the feedback should have been like a little bit more, I don't know. Yeah, it's two sentences. Yeah, in the first place, like that's not a good expectation to have one of the professor level feedback.",84
797,MPP2,Moderator,True,38:21:00,138060,So is this a problem with this professor or do you think this is a problem with how HKS works? Like do you think of it as an individual thing or something that's in the system?,So is this a problem with this professor or do you think this is a problem with how HKS works? Like do you think of it as an individual thing or something that's in the system?,36
798,MPP2,Speaker 8,False,38:36:00,138960,I find it odd that there aren't more like rules or structures around what professors can and can't do around assessment structure around feedback expectations timing I feel like every class you go to it's kind of a random gamble I think it's why bidding and the whole class selection process becomes excessively important like there are just some classes that everyone's like that is a bad class and that is a bad professor and like part of it is like maybe it's because they don't put a lot of effort into their students and that's why they get bad feedback and then nobody wants to take their classes and it's like a really negative loop and sometimes I wonder whether some of the professors have had training on on like not just this but also broader pedagogy and yeah I find the whole quality difference like something that is like quite addressable by HKS to be honest across this and other things.,I find it odd that there aren't more like rules or structures around what professors can and can't do around assessment structure around feedback expectations timing I feel like every class you go to it's kind of a random gamble I think it's why bidding and the whole class selection process becomes excessively important like there are just some classes that everyone's like that is a bad class and that is a bad professor and like part of it is like maybe it's because they don't put a lot of effort into their students and that's why they get bad feedback and then nobody wants to take their classes and it's like a really negative loop and sometimes I wonder whether some of the professors have had training on on like not just this but also broader pedagogy and yeah I find the whole quality difference like something that is like quite addressable by HKS to be honest across this and other things.,163
799,MPP2,Speaker 3,False,39:29:00,142140,"Others? I just wanted to add, like, I TA for a [NAME] class, and the structure is, like, so much better. And there's always, like, a pedagogy person or at least, like, an additional staff member who is not a CA that is, like, in charge of that class, especially if it's a large class. And I know for a fact there's, like, so many large lecture classes in HKS, but I don't ever see, like, a pedagogy person or someone that's, like, I guess helping with the structure of the class or even having one in the first place.","Others? I just wanted to add, like, I TA for a class, and the structure is, like, so much better. And there's always, like, a pedagogy person or at least, like, an additional staff member who is not a CA that is, like, in charge of that class, especially if it's a large class. And I know for a fact there's, like, so many large lecture classes in HKS, but I don't ever see, like, a pedagogy person or someone that's, like, I guess helping with the structure of the class or even having one in the first place.",99
800,MPP2,Moderator,True,40:03:00,144180,"Is the pedagogy person that you're imagining or you've seen in the college a, is that a staff member or is it sort of a, you know, kind of specialized teaching fellow?","Is the pedagogy person that you're imagining or you've seen in the college a, is that a staff member or is it sort of a, you know, kind of specialized teaching fellow?",32
801,MPP2,Speaker 3,False,40:15:00,144900,"They're, like, they, so it depends. Sometimes there's, like, so there's, for that class, there's an administrative person who's in charge of setting up office hours, rooms, and all of that, and changing schedules or whatever that students or TAs might need. And then there's another PhD person that also has some level of pedagogy training, but also economics training, so they can come in and bridge the gap between the professors who are super experts, and then students who are kind of figuring that out.","They're, like, they, so it depends. Sometimes there's, like, so there's, for that class, there's an administrative person who's in charge of setting up office hours, rooms, and all of that, and changing schedules or whatever that students or TAs might need. And then there's another PhD person that also has some level of pedagogy training, but also economics training, so they can come in and bridge the gap between the professors who are super experts, and then students who are kind of figuring that out.",86
802,MPP2,Moderator,True,40:49:00,146940,So it's like a 400-person class. Is that econ?,So it's like a 400-person class. Is that econ?,9
803,MPP2,Speaker 3,False,40:52:00,147120,"#NAME? But I think like they, yeah, I mean, maybe it's like that class, I don't know. But yeah, the structure is like-- - No, no, it's good to know. - Just like spot on, like we're expected to like, return it within like exactly a week, and then like exams are this day, and like all of that is clear, and I would much prefer that too, yeah.","But I think like they, yeah, I mean, maybe it's like that class, I don't know. But yeah, the structure is like-- - No, no, it's good to know. - Just like spot on, like we're expected to like, return it within like exactly a week, and then like exams are this day, and like all of that is clear, and I would much prefer that too, yeah.",68
804,MPP2,Moderator,True,41:10:00,148200,"#NAME? what [NAME] was saying about the TFing for here. Who else has a reaction to anything in this scenario in terms of like, is this a problem with this professor Or with how HKS works. Yes.","what was saying about the TFing for here. Who else has a reaction to anything in this scenario in terms of like, is this a problem with this professor Or with how HKS works. Yes.",35
805,MPP2,Speaker 11,False,41:25:00,149100,"I have a separate thought, but it's not about the feedback. Okay. I think, so I came from a, like, I've done my undergrad and master's in India before this. And I think we had a very different process there. And when I came in, I wasn't familiar with how office hours or a lot of these things work. And what was okay to bring up. Like, what is something that I need to bring up with a professor versus a teaching fellow versus a course assistant? Like for me, a lot of this was new. And I think like this happened to me, like something very similar happened to me in the first semester. And I just did not know how to deal with it. So I did not deal with it. And this was the, this was the end. But I just feel like it would be good for, at least knowing that we have so many international students who come from such diverse backgrounds. It would be really helpful if we could, if those expectations were clarified a little bit.","I have a separate thought, but it's not about the feedback. Okay. I think, so I came from a, like, I've done my undergrad and master's in India before this. And I think we had a very different process there. And when I came in, I wasn't familiar with how office hours or a lot of these things work. And what was okay to bring up. Like, what is something that I need to bring up with a professor versus a teaching fellow versus a course assistant? Like for me, a lot of this was new. And I think like this happened to me, like something very similar happened to me in the first semester. And I just did not know how to deal with it. So I did not deal with it. And this was the, this was the end. But I just feel like it would be good for, at least knowing that we have so many international students who come from such diverse backgrounds. It would be really helpful if we could, if those expectations were clarified a little bit.",183
806,MPP2,Moderator,True,42:17:00,152220,"Okay. So this leads to my next question, which is some ideas about what would need to change for this situation not to happen. Like, what can you imagine for this not to happen? I think we've teased out a few things, which is like much tighter structures, potentially more rules, potentially strict deadlines for the teaching side of it. Outside of those ideas, are there specific things about, for example, breaking down what the purpose and utility of office hours could be, or things like that?","Okay. So this leads to my next question, which is some ideas about what would need to change for this situation not to happen. Like, what can you imagine for this not to happen? I think we've teased out a few things, which is like much tighter structures, potentially more rules, potentially strict deadlines for the teaching side of it. Outside of those ideas, are there specific things about, for example, breaking down what the purpose and utility of office hours could be, or things like that?",87
807,MPP2,Speaker 6,False,42:49:00,154140,"So I wonder because for like MPPs, having this strict sort of like feedback mechanism, you come back in like so much time makes sense. But because a lot of the classes are also taken by like some of the more like MCMPAs, like the slightly older I think an easier way to play or maybe like a transitional way to do this is to put it as part of course evaluation Just tell what your grading frequency is so that people will know what it is And then based on that you can make a decision so that it doesn't become a random gamble You at least have the information when you choose a class","So I wonder because for like MPPs, having this strict sort of like feedback mechanism, you come back in like so much time makes sense. But because a lot of the classes are also taken by like some of the more like MCMPAs, like the slightly older I think an easier way to play or maybe like a transitional way to do this is to put it as part of course evaluation Just tell what your grading frequency is so that people will know what it is And then based on that you can make a decision so that it doesn't become a random gamble You at least have the information when you choose a class",116
808,MPP2,Moderator,True,43:23:00,156180,And are you talking about information in the syllabus?,And are you talking about information in the syllabus?,9
809,MPP2,Speaker 6,False,43:27:00,156420,"No, the course evaluation","No, the course evaluation",4
810,MPP2,Moderator,True,43:30:00,156600,So like kind of a data item that asked students to report how quickly they received their feedback and was that within a range of feeling?,So like kind of a data item that asked students to report how quickly they received their feedback and was that within a range of feeling?,26
811,MPP2,Speaker 6,False,43:39:00,157140,"Yeah, you can just have like an average turnaround time or something. I don't know.","Yeah, you can just have like an average turnaround time or something. I don't know.",15
812,MPP2,Moderator,True,43:42:00,157320,Interesting. Okay. All right. Great. Great. Others? Any others on this scenario?,Interesting. Okay. All right. Great. Great. Others? Any others on this scenario?,12
813,MPP2,Speaker 6,False,43:48:00,157680,"Can I make, if someone else wants to go, they can go. But I had like another tangential point about the time versus depth of feedback. Yes. I would just wonder, and that's just like an open question, if that is really a one-to-one trade-off. I can get a really detailed feedback like a week before my actual final submission but how useful would that be versus getting it slightly earlier so it gives me more time so I wouldn't trade off one is to trade this off one is to one but that's just like I would happy to","Can I make, if someone else wants to go, they can go. But I had like another tangential point about the time versus depth of feedback. Yes. I would just wonder, and that's just like an open question, if that is really a one-to-one trade-off. I can get a really detailed feedback like a week before my actual final submission but how useful would that be versus getting it slightly earlier so it gives me more time so I wouldn't trade off one is to trade this off one is to one but that's just like I would happy to",100
814,MPP2,Moderator,True,44:17:00,159420,hear what other people think about it. I think I would like to like plus one that I,hear what other people think about it. I think I would like to like plus one that I,18
815,MPP2,Speaker 5,False,44:23:00,159780,think it's all about the expectations and I think if if you do signal ahead like I think it's fair to have that done by a class-by-class situation I think like clearly with this like the student was expecting and a lot of students expect like coaching feedback but I think a lot of professors like coaching just takes time and I do think that office hours is like it's fair to say like office hours is a better venue for coaching than just like writing up like a paragraph um so yeah I think I think with this one like I think we're all kind of going into it like there's a problem here and I think if there is a problem it's like expectation based,think it's all about the expectations and I think if if you do signal ahead like I think it's fair to have that done by a class-by-class situation I think like clearly with this like the student was expecting and a lot of students expect like coaching feedback but I think a lot of professors like coaching just takes time and I do think that office hours is like it's fair to say like office hours is a better venue for coaching than just like writing up like a paragraph um so yeah I think I think with this one like I think we're all kind of going into it like there's a problem here and I think if there is a problem it's like expectation based,127
816,MPP2,Moderator,True,45:00:00,162000,"Is there anything about office hours that you would sort of, whether it's inside this scenario or outside this scenario, is there any change in office hours that you would want to have at HKS? I'm not promising that anything will happen, but it just comes up because it's been mentioned and it's part of this.","Is there anything about office hours that you would sort of, whether it's inside this scenario or outside this scenario, is there any change in office hours that you would want to have at HKS? I'm not promising that anything will happen, but it just comes up because it's been mentioned and it's part of this.",56
817,MPP2,Speaker 4,False,45:24:00,163440,"This is very minor, but I just think like consistent formatting for the office hours, because I have had a professor who used Calendly, and I didn't realize they updated every two weeks, since there was like no time available, it looked like on their calendar. And so I went on, and it looked like they had no time for the entire semester, and so I just never met with them, and then at the end of the semester mentioned it to them, and they were like, oh, well, I updated every two weeks, like I released my new office hours every two weeks. And I felt like that wasn't clearly explained, like, oh. Yeah, whereas other professors just wait in their offices at a set time and they're just there and it's open. And then other professors, you book. Like, I don't know if it needs to be standard or uniform, but just can it be communicated better to somewhere.","This is very minor, but I just think like consistent formatting for the office hours, because I have had a professor who used Calendly, and I didn't realize they updated every two weeks, since there was like no time available, it looked like on their calendar. And so I went on, and it looked like they had no time for the entire semester, and so I just never met with them, and then at the end of the semester mentioned it to them, and they were like, oh, well, I updated every two weeks, like I released my new office hours every two weeks. And I felt like that wasn't clearly explained, like, oh. Yeah, whereas other professors just wait in their offices at a set time and they're just there and it's open. And then other professors, you book. Like, I don't know if it needs to be standard or uniform, but just can it be communicated better to somewhere.",161
818,MPP2,Moderator,True,46:06:00,165960,"Okay, thank you. No ideas are too small, so this is fine because they're being rolled up and amassed and collective.","Okay, thank you. No ideas are too small, so this is fine because they're being rolled up and amassed and collective.",21
819,MPP2,Speaker 8,False,46:18:00,166680,"Can I just suggest one tactical thing? Like, this student, like, if professors aren't giving really detailed individual feedback, I kind of like it when they put up, like, examples of, like, what they're looking for,","Can I just suggest one tactical thing? Like, this student, like, if professors aren't giving really detailed individual feedback, I kind of like it when they put up, like, examples of, like, what they're looking for,",36
820,MPP2,Moderator,True,46:32:00,167520,"common mistakes, and then also professors who've taught the class a few times","common mistakes, and then also professors who've taught the class a few times",13
821,MPP2,Speaker 8,False,46:36:00,167760,"should know every year what the same things are. I've had one professor who's like, the assignment that's coming up, the feedback from last year that I gave out was like this. So we're going to try and avoid those things. I think that is like really proactive of them to try and like, I think some professors kind of see giving feedback as like a specific job, I guess, rather than part of the broader learning cycle. And so thinking, like looking at it from that other side might be helpful as well.","should know every year what the same things are. I've had one professor who's like, the assignment that's coming up, the feedback from last year that I gave out was like this. So we're going to try and avoid those things. I think that is like really proactive of them to try and like, I think some professors kind of see giving feedback as like a specific job, I guess, rather than part of the broader learning cycle. And so thinking, like looking at it from that other side might be helpful as well.",94
822,MPP2,Speaker 6,False,47:05:00,169500,"Just a tiny bit about the officers. Yes. It has mostly been great. Just I think one or two classes, the professor has the same slot every week. And if I have class on that slot, I can never take it.","Just a tiny bit about the officers. Yes. It has mostly been great. Just I think one or two classes, the professor has the same slot every week. And if I have class on that slot, I can never take it.",41
823,MPP2,Moderator,True,47:16:00,170160,"So that is where we need more variability, right? Or that Tuesday is from 3 to 4. Okay. We're going to pivot to a second scenario, and then we're going to do it kind of quickly, I hope. We're moving along. And we're going to... It's a little bit longer, but not too long, hopefully. And we're going to have a table discussion about it, and then what we're going to make sure we have enough time to do is a more generative exercise, too, for your ideas. Thank you. Thank you. What I would invite you to do, because I will collect these back, is some of the individual ideas that come to mind for you, jot them in the space in the bottom of the puzzle sheet there. So some things that particularly you think, hmm, this is an idea that I would, you know, to just share, discuss, maybe you have discussed them, maybe you have had them over coffee. おやすみなさい。 Okay, so we're going to now kind of convert some of these ideas. You're going to pick some of your strongest ones about this purple sheet scenario. And Lori, what I want to try to do now is divide the board half and half. We're going to go with sort of ideas, one from each person from the purple sheet, and then we're going to reserve some space on the right for any other, like, macro or meta ideas that you might have bringing our focus group to close. So scenario ideas, I would invite each person to take, like, one, the one you feel strongest about or most passionate or clear about and share it to the group. And Lori will summarize it on the whiteboard. And I would have you start by volunteering.","So that is where we need more variability, right? Or that Tuesday is from 3 to 4. Okay. We're going to pivot to a second scenario, and then we're going to do it kind of quickly, I hope. We're moving along. And we're going to... It's a little bit longer, but not too long, hopefully. And we're going to have a table discussion about it, and then what we're going to make sure we have enough time to do is a more generative exercise, too, for your ideas. Thank you. Thank you. What I would invite you to do, because I will collect these back, is some of the individual ideas that come to mind for you, jot them in the space in the bottom of the puzzle sheet there. So some things that particularly you think, hmm, this is an idea that I would, you know, to just share, discuss, maybe you have discussed them, maybe you have had them over coffee. おやすみなさい。 Okay, so we're going to now kind of convert some of these ideas. You're going to pick some of your strongest ones about this purple sheet scenario. And Lori, what I want to try to do now is divide the board half and half. We're going to go with sort of ideas, one from each person from the purple sheet, and then we're going to reserve some space on the right for any other, like, macro or meta ideas that you might have bringing our focus group to close. So scenario ideas, I would invite each person to take, like, one, the one you feel strongest about or most passionate or clear about and share it to the group. And Lori will summarize it on the whiteboard. And I would have you start by volunteering.",299
824,MPP2,Speaker 5,False,51:24:00,185040,"I think that I have navigated courses based on word of mouth. That has been the most successful way to figure out what this course is going to be like, talking to someone who's taken it before. I think that especially for new students, it's hard to find those channels. if it's like a second year class. So like what I was thinking is like maybe creating like a standardized system for like a student can opt in to like, hey, if you have questions about this course, like I took it last time, like feel free to reach out. I don't know exactly what that would look like, but I do know that for me, I was like, I purely picked my electives based on what people I liked said was good.","I think that I have navigated courses based on word of mouth. That has been the most successful way to figure out what this course is going to be like, talking to someone who's taken it before. I think that especially for new students, it's hard to find those channels. if it's like a second year class. So like what I was thinking is like maybe creating like a standardized system for like a student can opt in to like, hey, if you have questions about this course, like I took it last time, like feel free to reach out. I don't know exactly what that would look like, but I do know that for me, I was like, I purely picked my electives based on what people I liked said was good.",133
825,MPP2,Speaker 4,False,52:06:00,187560,"I was thinking just on my Harvard, maybe having clear expectations and standards. Like, if the class colds calls, like there's a little section that says this class there is colds calling. Because I actually like colds calling, but I know people don't. And I don't think we should get rid of it entirely if it's a mixed bag. I feel like that should be an opt-in option. And same, like, if it's case-based or not, like, just to get an idea of the formatting of the class.","I was thinking just on my Harvard, maybe having clear expectations and standards. Like, if the class colds calls, like there's a little section that says this class there is colds calling. Because I actually like colds calling, but I know people don't. And I don't think we should get rid of it entirely if it's a mixed bag. I feel like that should be an opt-in option. And same, like, if it's case-based or not, like, just to get an idea of the formatting of the class.",88
826,MPP2,Moderator,True,52:30:00,189000,Do you find that there's information lacking out of the [NAME] system when you're looking?,Do you find that there's information lacking out of the system when you're looking?,14
827,MPP2,Speaker 4,False,52:35:00,189300,"Yeah, I think there's varying degrees of information on each course on my Harvard. And you have to go to the syllabus, and then go to Canvas, and go to three different platforms to figure out what the class is like, and then also Word of Mail.","Yeah, I think there's varying degrees of information on each course on my Harvard. And you have to go to the syllabus, and then go to Canvas, and go to three different platforms to figure out what the class is like, and then also Word of Mail.",47
828,MPP2,Speaker 11,False,52:47:00,190020,"And even then, we're not sure if it's last cases or the school call base.","And even then, we're not sure if it's last cases or the school call base.",15
829,MPP2,Speaker 7,False,52:53:00,190380,"Yeah, especially before enrolling in Harvard, we're not used to the system. If there are three or four platforms, I didn't have any ideas what to read in advance, Or, yeah, how to find information as well. So I definitely think there will be some standardized information before enrollment, including some class information or the school environment as well, because, you know, some people, you know, some students, you know, come from very different backgrounds. So, yeah.","Yeah, especially before enrolling in Harvard, we're not used to the system. If there are three or four platforms, I didn't have any ideas what to read in advance, Or, yeah, how to find information as well. So I definitely think there will be some standardized information before enrollment, including some class information or the school environment as well, because, you know, some people, you know, some students, you know, come from very different backgrounds. So, yeah.",77
830,MPP2,Moderator,True,53:26:00,192360,"Would it be safe to say that you're also, from maybe both of your comments, wanting to hear more about some instructor's teaching approach or teaching style? Yeah. So it's not so much sort of the content of what we're going to study, but it's the instructional style that you'll experience in the classroom. Is that kind of a fair way?","Would it be safe to say that you're also, from maybe both of your comments, wanting to hear more about some instructor's teaching approach or teaching style? Yeah. So it's not so much sort of the content of what we're going to study, but it's the instructional style that you'll experience in the classroom. Is that kind of a fair way?",61
831,MPP2,Speaker 7,False,53:47:00,193620,"Yeah. Or so it was like for me kind of surprising to see the American or in the Harvard style of the education. It's more discussion based or yeah, something like that. So I think, you know, background is so different and diverse. So, yeah.","Yeah. Or so it was like for me kind of surprising to see the American or in the Harvard style of the education. It's more discussion based or yeah, something like that. So I think, you know, background is so different and diverse. So, yeah.",45
832,MPP2,Moderator,True,54:05:00,194700,Okay. Thank you.,Okay. Thank you.,3
833,MPP2,Speaker 10,False,54:07:00,194820,"Yes, do you have? So I have a perspective from the class registration system. Yes. Because we have like cross-register to different schools, and I know like there are some schools, especially at HBS and MIT, they have their own like, I mean, registration system. So sometimes when we look at the MyHarvard system, we cannot say exactly what the class is about, or the content of the class, or the, I mean, maybe the professor, or some of the contents from MyHarvard, we need to find, like the HBS link, or we need to find the MIT system link to get to that class. So I don't know how it can be fixed, because I know there are different systems. It's really hard to combine the differences into a whole. But I mean, at least maybe we can clarify about that. Because I know for HBS class, we can say there is a link directly to the class. the way that trying to register for the class, there will be a link directly to the HBS website. So, I mean, it's very clear, but for MIT class, I noticed that there's a very small course catalog below the page, and we need to click that and to direct to the MIT system. But most of the people, they don't know about that.","Yes, do you have? So I have a perspective from the class registration system. Yes. Because we have like cross-register to different schools, and I know like there are some schools, especially at HBS and MIT, they have their own like, I mean, registration system. So sometimes when we look at the MyHarvard system, we cannot say exactly what the class is about, or the content of the class, or the, I mean, maybe the professor, or some of the contents from MyHarvard, we need to find, like the HBS link, or we need to find the MIT system link to get to that class. So I don't know how it can be fixed, because I know there are different systems. It's really hard to combine the differences into a whole. But I mean, at least maybe we can clarify about that. Because I know for HBS class, we can say there is a link directly to the class. the way that trying to register for the class, there will be a link directly to the HBS website. So, I mean, it's very clear, but for MIT class, I noticed that there's a very small course catalog below the page, and we need to click that and to direct to the MIT system. But most of the people, they don't know about that.",223
834,MPP2,Moderator,True,55:53:00,201180,"I sense your pain. I doubt that the deans will probably fix the interlinkage of the different schools. But I think it's an important point to bring forward, I really do, especially when you're interested in the cross-registration and getting the benefits of all of that connection. So did you have something to tell us about this?","I sense your pain. I doubt that the deans will probably fix the interlinkage of the different schools. But I think it's an important point to bring forward, I really do, especially when you're interested in the cross-registration and getting the benefits of all of that connection. So did you have something to tell us about this?",57
